"provider","prvdr_num","fyb","fybstr","fye","fyestr","status","hospital_name","street_addr","po_box","city","state","zip_code","county","ime1","ime2","ime3","dsh1","dsh2","dsh3","dshpct","gme_part_a","gme_part_b","beds","bed_days","medicare_days","medicaid_days","days","intres","employees","volunteers","medicare_disch","medicaid_disch","discharges","medicaid_hmo_discharges","medicaid_hmo_ipf_subprovider","medicaid_hmo_irf_subprovider","medicaid_ipf_subprovider","medicaid_irf_subprovider","total_discharges_subprovider_ipf","total_discharges_subprovider_irf"
"230077","230077",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","ST. MARYS OF MICHIGAN                   ","800 S WASHINGTON                        ",,"SAGINAW                                 ","MI                                      ","48601                                   ","SAGINAW                                 ",2467033,,,2662246,,,0.0511000007390976,1228809,397309,247,90402,33276,3175,60884,28.3600006103516,1826.27001953125,,5692,378,11178,,,,,,,
"230078","230078",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled","COMMUNITY HOSPITAL/WATERVLIET           ","400 MEDICAL PARK DRIVE                  ",,"WATERVLIET                              ","MI                                      ","49098-                                  ","BERRIEN                                 ",,,,101301,,,0.0551999993622303,,,44,16060,1179,33,2266,,172.300003051758,,348,10,721,,,,,,,128
"230080","230080",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","CENTRAL MICHIGAN COMMUNITY HOSPITAL     ","1221 SOUTH DRIVE                        ",,"MT PLEASANT                             ","MI                                      ","48858                                   ","ISABELLA                                ",,,,1136821,,,0.118000000715256,,,78,28470,6130,477,13191,,564.719970703125,,1692,173,4327,,,,,,,
"230081","230081",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","As Submitted","MERCY NORTH - CADILLAC                  ","400 HOBART ST                           ",,"CADILLAC                                ","MI                                      ","49601                                   ","WEXFORD                                 ",,,,1092513,,,0.0863000005483627,,,82,30012,6584,365,12344,,459.820007324219,,1960,95,3756,,,,,,,
"230085","230085",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","SOUTH HAVEN COMMUNITY HOSPITAL          ","955 S. BAILEY                           ",,"SOUTH HAVEN                             ","MI                                      ","49090                                   ","VAN BUREN                               ",,,,247799,,,0.119999997317791,,,29,10614,1018,606,3642,,256.700012207031,,322,120,1106,,,,,,,
"230089","230089",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","BEAUMONT HOSPITAL  GROSSE POINTE        ","468 CADIEUX ROAD                        ",,"GROSSE POINTE                           ","MI                                      ","48230                                   ","WAYNE                                   ",1091700,,,1528237,,,0.0428000018000603,930531,215788,230,83880,21876,1620,42165,14.2700004577637,1031.38000488281,,4726,424,10968,,,,,,,
"230092","230092",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","W.A. FOOTE MEMORIAL HOSPITAL            ","205 N. EAST AVENUE                      ",,"JACKSON                                 ","MI                                      ","49201-                                  ","JACKSON                                 ",,,,6677244,,,0.120999999344349,,,365,133590,35145,6187,78110,,2823.26000976562,,7423,965,17324,,,,,,1139,
"230093","230093",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","MECOSTA COUNTY MEDICAL CENTER           ","605 OAK STREET                          ",,"BIG RAPIDS                              ","MI                                      ","49307-2099                              ","MECOSTA                                 ",,,,546958,,,0.119999997317791,,,37,13542,2215,303,7024,,382.350006103516,,748,40,1252,,,,,2,,126
"230095","230095",4/1/2011,"01-APR-11",3/31/2012,"31-MAR-12","Settled","WEST BRANCH REGIONAL MEDICAL CENTER     ","2463 S. M-30                            ",,"WEST BRANCH                             ","MI                                      ","48661-                                  ","OGEMAW                                  ",,,,,,,,,,88,32208,6623,192,9200,,286.010009765625,,1510,46,2208,,,,,,,
"230096","230096",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","STURGIS HOSPITAL  INC.                  ","916 MYRTLE STREET                       ",,"STURGIS                                 ","MI                                      ","49091-                                  ","ST. JOSEPH                              ",,,,588380,,,0.136700004339218,,,49,17885,2749,477,5177,,249.949996948242,,716,134,1630,,,,,,,
"230097","230097",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","MUNSON MEDICAL CENTER                   ","1105 SIXTH STREET                       ",,"TRAVERSE CITY                           ","MI                                      ","49684                                   ","GRAND TRAVERSE                          ",2393680,,,,,,,644227,256585,365,133590,48653,4525,100929,17,3219.17993164062,,9633,959,23783,,,,,9,535,152
"230099","230099",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","MERCY MEMORIAL HOSPITAL                 ","718 NORTH MACOMB                        ",,"MONROE                                  ","MI                                      ","48162                                   ","MONROE                                  ",,,,1757523,,,0.0722000002861023,,,174,63684,18840,3407,37529,,1079.18994140625,,3781,437,9183,,,,6,,663,
"230100","230100",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","TAWAS ST. JOSEPH HOSPITAL               ","200 HEMLOCK / M-55                      ","0659                                    ","TAWAS CITY                              ","MI                                      ","48764-0659                              ","IOSCO                                   ",,,,627759,,,0.119999997317791,,,49,17934,2738,337,5071,,362.260009765625,,881,80,1747,,,,,,,
"230101","230101",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled","ST. FRANCIS HOSPITAL                    ","3410 LUDINGTON STREET                   ",,"ESCANABA                                ","MI                                      ","49829-0787                              ","DELTA                                   ",,,,458626,,,0.0850000008940697,,,48,17520,3961,418,7911,,451.660003662109,,969,158,2038,,,,,,,
"230104","230104",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","HARPER- HUTZEL HOSPITAL                 ","3990 JOHN R                             ",,"DETROIT                                 ","MI                                      ","48201                                   ","WAYNE                                   ",20336697,,,25510229,,,0.427899986505508,8018650,2241164,410,149650,35052,10796,106200,285.459991455078,2688.27001953125,,6741,2052,20400,,,,922,,1155,
"230105","230105",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","NORTHERN MICHIGAN HOSPITAL              ","416 CONNABLE AVENUE                     ",,"PETOSKEY                                ","MI                                      ","49770                                   ","EMMET                                   ",,,,917264,,,0.0276999995112419,,,187,68255,16117,2408,32732,,1099,,3885,525,8570,,,,,10,,233
"230106","230106",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","SPECTRUM HEALTH GERBER                  ","212 S. SULLIVAN                         ",,"FREEMONT                                ","MI                                      ","49412                                   ","NEWAYGO                                 ",,,,633075,,,0.119999997317791,,,40,14640,2897,649,7486,,431.739990234375,,796,724,2676,,,,,,,
"230108","230108",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","PORTAGE HEALTH SYSTEM                   ","500 CAMPUS DRIVE                        ",,"HANCOCK                                 ","MI                                      ","49930-                                  ","HOUGHTON                                ",,,,282841,,,0.0895000025629997,,,36,13176,2241,187,5269,,419.25,,533,47,1429,,,,,,,
"230110","230110",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","MEMORIAL MEDICAL CENTER                 ","ONE ATKINSON DRIVE                      ",,"LUDINGTON                               ","MI                                      ","49431-                                  ","MASON                                   ",,,,326464,,,0.050500001758337,,,66,24090,5465,340,9520,,390.480010986328,,1035,66,2041,,,,,,323,
"230117","230117",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","BORGESS MEDICAL CENTER                  ","1521 GULL ROAD                          ",,"KALAMAZOO                               ","MI                                      ","49048                                   ","KALAMAZOO                               ",12743541,,,5363118,,,0.0788000002503395,4342839,1640838,286,104676,31665,3872,69709,91.9100036621094,2116,,7539,897,20122,,,,,14,1454,338
"230118","230118",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","HURON MEMORIAL HOSPITAL                 ","1100 SOUTH VAN DYKE                     ",,"BAD AXE                                 ","MI                                      ","48413-                                  ","HURON                                   ",,,,432565,,,0.0976999998092651,,,62,22630,2466,178,5116,,269.899993896484,,732,29,1566,,,,,,,
"230121","230121",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","MEMORIAL HEALTHCARE                     ","826 WEST KING STREET                    ",,"OWOSSO                                  ","MI                                      ","48867                                   ","SHIAWASSEE                              ",,,,1002648,,,0.106700003147125,,,107,39055,5329,1563,11287,,592.710021972656,,1324,199,2622,,,,,,791,
"230130","230130",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","WILLIAM BEAUMONT HOSPITAL - ROYAL OA    ","3601 WEST 13 MILE ROAD                  ",,"ROYAL OAK                               ","MI                                      ","48073-6769                              ","OAKLAND                                 ",38937514,,,11558456,,,0.0584999993443489,12294140,3321432,986,359762,127779,15299,283091,376.160003662109,7812.7998046875,,20980,2530,57588,,,,,29,980,1699
"230132","230132",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","HURLEY MEDICAL CENTER                   ","ONE HURLEY PLAZA                        ",,"FLINT                                   ","MI                                      ","48503-5993                              ","GENESEE                                 ",5151929,,,13057095,,,0.412999987602234,4030846,937056,361,132126,24241,11429,86657,107.050003051758,2340.36010742188,,3685,1871,15667,,,,,28,1229,263
"230133","230133",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","OTSEGO MEMORIAL HOSPITAL                ","825 N CENTER AVENUE                     ",,"GAYLORD                                 ","MI                                      ","49735                                   ","OTSEGO                                  ",,,,323900,,,0.070200003683567,,,46,16790,2688,255,5364,,356.350006103516,,731,61,1577,,,,,,,
"230141","230141",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled w/Audit","MCLAREN - FLINT                         ","401 S. BALLENGER                        ",,"FLINT                                   ","MI                                      ","48532-                                  ","GENESEE                                 ",13880153,,,4286021,,,0.0449000000953674,4591761,1159047,292,106580,47482,3344,83725,71.8099975585938,2232.23999023438,,10068,1074,19970,,,,536,1,1269,281
"230142","230142",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","ANNAPOLIS                               ","33155 ANNAPOLIS AVENUE                  ",,"WYANE                                   ","MI                                      ","48184                                   ","WAYNE                                   ",2580227,,,4631526,,,0.177100002765656,1245602,357299,191,69516,19319,3015,39741,28.1900005340576,945.359985351562,,3764,958,8714,,,,,,,
"230144","230144",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","FOREST HEALTH MEDICAL CENTER            ","135 SOUTH PROSPECT                      ",,"YPSILANTI                               ","MI                                      ","48198-                                  ","WASHTENAW                               ",,,,,,,,,,24,8760,249,,1614,,54.5,,124,,780,,,,,,,
"230146","230146",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","HENRY FORD WYANDOTTE HOSPITAL           ","2333 BIDDLE                             ",,"WYANDOTTE                               ","MI                                      ","48192                                   ","WAYNE                                   ",5514394,,,3254560,,,0.0640999972820282,2681379,524424,298,108770,34966,4504,70393,45.9099998474121,1893,,6843,1215,14930,,,,,27,2127,769
"230151","230151",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","BOTSFORD HOSPTIAL                       ","28050 GRAND RIVER                       ",,"FARMINGTON HILLS                        ","MI                                      ","48336                                   ","OAKLAND                                 ",13514274,,,4746007,,,0.102600000798702,6316616,1938488,280,102200,31529,3990,63714,153.029998779297,1853.18005371094,12.5500001907349,6294,882,15630,,,,,4,813,446
"230156","230156",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","ST. JOSEPH MERCY HOSPITAL - ANN ARBO    ","5301 E. HURON RIVER DR.                 ","992                                     ","ANN ARBOR                               ","MI                                      ","48106                                   ","WASHTENAW                               ",17922617,,,3921333,,,0.0394000001251698,4086905,1515932,437,159942,51010,4828,128129,125.550003051758,3627.86010742188,,11438,879,31089,,,,,15,689,435
"230165","230165",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled w/Audit","ST JOHN HOSPITAL & MEDICAL CENTER       ","22101 MOROSS                            ",,"DETROIT                                 ","MI                                      ","48236                                   ","WAYNE                                   ",16006934,,,22442537,,,0.232700005173683,7291461,3055792,686,251076,60530,15367,148216,224.75,4048.419921875,400,11511,2300,30889,,,,,58,926,698
"230167","230167",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled w/Audit","INGHAM REGIONAL MEDICAL CENTER          ","401 WEST GREENLAWN AVE.                 ",,"LANSING                                 ","MI                                      ","48910                                   ","INGHAM                                  ",7486544,,,4096190,,,0.0759999975562096,3202797,1072519,361,131765,33685,5081,67924,99.7399978637695,1669,55,6690,662,15822,,,,,,281,
"230174","230174",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","NORTH OTTAWA COMMUNITY HOSPITAL         ","1309 SHELDON ROAD                       ",,"GRAND HAVEN                             ","MI                                      ","49417                                   ","OTTAWA                                  ",,,,151842,,,0.0467999987304211,,,81,29646,1782,153,6318,,410.910003662109,,467,27,1749,,,,,,,
"230176","230176",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","OAKWOOD SOUTHSHORE MEDICAL CENTER       ","5450 FORT STREET                        ",,"TRENTON                                 ","MI                                      ","48183                                   ","WAYNE                                   ",4068478,,,727547,,,0.0251000002026558,2492782,648728,193,70445,19905,1608,36502,45.6599998474121,784.619995117188,,3794,266,8214,,,,,,,
"230180","230180",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","MIDMICHIGAN MEDICAL CENTER-CLARE        ","703 N. MCEWAN STREET                    ",,"CLARE                                   ","MI                                      ","48617                                   ","CLARE COUNTY                            ",,,,253108,,,0.046399999409914,,,49,17934,2963,194,4682,,271.399993896484,,982,84,1672,,,,,,,
"230193","230193",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled","LAPEER REGIONAL MEDICAL CENTER          ","1375 NORTH MAIN STREET                  ",,"LAPEER                                  ","MI                                      ","48436                                   ","LAPEER                                  ",,,,1342362,,,0.0725999996066093,,,183,66795,11718,1563,22803,,545.239990234375,,2674,358,5893,,,,,,490,
"230195","230195",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","ST. JOHN MACOMB-OAKLAND HOSPITAL        ","28000 DEQUINDRE ROAD                    ",,"WARREN                                  ","MI                                      ","48092                                   ","MACOMB                                  ",14274227,,,7264043,,,0.0822999998927116,5735875,1736556,449,164334,61507,6451,110069,150.660003662109,2545.51000976562,,12071,1414,24681,,,,,23,1955,746
"230197","230197",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","GENESYS REGIONAL MEDICAL CTR.           ","1 GENESYS PARKWAY                       ",,"GRAND BLANC                             ","MI                                      ","48439-8065                              ","GENESEE                                 ",20514010,,,3554914,,,0.0441999994218349,6260592,1568035,348,127320,46391,5101,99710,149.580001831055,2669,,8033,893,20817,,,,,7,,430
"230207","230207",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Reopened","POH REGIONAL MEDICAL CENTER             ","50 N. PERRY STREET                      ",,"PONTIAC                                 ","MI                                      ","48342                                   ","OAKLAND                                 ",6402422,,,3185917,,,0.165099993348122,4437506,1077815,149,54385,14357,2620,26841,83.8300018310547,851.5,,2426,506,5090,,,,,14,316,143
"230208","230208",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","CARSON CITY HOSPITAL                    ","406 EAST ELM STREET                     ","879                                     ","CARSON CITY                             ","MI                                      ","48811                                   ","MONTCALM                                ",,,,679490,,,0.200800001621246,7657,9923,48,17520,2020,612,5501,,358.809997558594,,570,66,1815,,,,,,364,
"230212","230212",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ST JOSEPH MERCY SALINE HOSPITAL         ","400 WEST RUSSELL STREET                 ",,"SALINE                                  ","MI                                      ","48176                                   ","WASHTENAW                               ",,,,,,,,,,4,1464,,,,,,,,,,,,,,,,
"230216","230216",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","PORT HURON HOSPITAL                     ","1221 PINE GROVE AVENUE                  ",,"PORT HURON                              ","MI                                      ","48060-                                  ","ST. CLAIR                               ",,,,2441799,,,0.0712999999523163,,,163,59658,22229,2021,42465,,1099.05004882812,,4598,505,10945,,,,,,919,
"230217","230217",1/1/2011,"01-JAN-11",6/30/2011,"30-JUN-11","Reopened","OAKLAWN HOSPITAL                        ","200 NORTH MADISON STREET                ",,"MARSHALL                                ","MI                                      ","49068                                   ","CALHOUN                                 ",,,,638483,,,0.119999997317791,,,78,14118,3074,605,7677,,699.010009765625,,803,273,2372,,,,,,,
"230217","230217",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","OAKLAWN HOSPITAL                        ","200 NORTH MADISON STREET                ",,"MARSHALL                                ","MI                                      ","49068                                   ","CALHOUN                                 ",,,,1121211,,,0.119999997317791,,,78,28548,5004,975,12544,,720.72998046875,,1391,202,4408,,,,,,,
"230222","230222",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Reopened","MIDMICHIGAN MEDICAL CTR                 ","4000 WELLNESS DR                        ",,"MIDLAND                                 ","MI                                      ","48670                                   ","MIDLAND                                 ",2060726,,,,,,,1102036,550050,245,89670,22319,2006,40538,18.9300003051758,1795.5,,5395,435,11748,,,,,,959,
"230227","230227",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled w/Audit","MOUNT CLEMENS REGIONAL MEDICAL CNTR     ","1000 HARRINGTON                         ",,"MT. CLEMENS                             ","MI                                      ","48043                                   ","MACOMB COUNTY                           ",7847567,,,3993603,,,0.0750999972224236,3020177,1114214,288,104209,30095,3495,60828,91.3600006103516,1613.43005371094,,6712,833,14682,,,,,,,
"230230","230230",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","EDWARD W. SPARROW HOSPITAL              ","1215 E. MICHIGAN AVE                    ",,"LANSING                                 ","MI                                      ","48912-1811                              ","INGHAM                                  ",13920985,,,12104529,,,0.157000005245209,5210922,1712649,520,188612,50155,12620,147273,173.190002441406,4364,,8976,2188,31203,,,,,,1313,444
"230236","230236",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","As Submitted","METROPOLITAN HOSPITAL                   ","5900 BYRON CENTER AVE SW                ",,"WYOMING                                 ","MI                                      ","49519-9606                              ","KENT                                    ",4220276,,,5183607,,,0.245700001716614,899907,479880,208,75498,11827,16186,54069,64.1399993896484,1821.33996582031,,2621,2045,9495,,,,,3,,27
"230239","230239",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","CHIPPEWA COUNTY WAR MEMORIAL HOSPITA    ","500 OSBORNE BOULEVARD                   ",,"SAULT STE. MARIE                        ","MI                                      ","49783-                                  ","CHIPPEWA                                ",,,,472239,,,0.0604000017046928,,,82,29930,6430,584,12073,,631.390014648438,,1276,140,2810,,,,172,,390,
"230241","230241",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ST. JOHN RIVER DISTRICT HOSPITAL        ","4100 RIVER ROAD                         ",,"EAST CHINA                              ","MI                                      ","48054                                   ","SAINT CLAIR COUNTY                      ",13913,,,385567,,,0.0798000022768974,13046,12569,68,24888,3240,317,6505,0.649999976158142,367.040008544922,,803,128,1765,,,,,,,
"230244","230244",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled w/Audit","GARDEN CITY HOSPITAL OSTEOPATHIC        ","6245 INKSTER ROAD                       ",,"GARDEN CITY                             ","MI                                      ","48135-4001                              ","WAYNE                                   ",5221190,,,2968380,,,0.107500001788139,3184102,1073442,202,73730,20389,2708,38704,78.8600006103516,920.669982910156,,4049,610,9021,,,,,6,,395
"230254","230254",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","CRITTENTON HOSPITAL MEDICAL CENTER      ","1101 W. UNIVERSITY DR.                  ",,"ROCHESTER                               ","MI                                      ","48307-                                  ","OAKLAND                                 ",2774977,,,1009560,,,0.0251000002026558,1192089,254008,200,73000,25216,1528,51398,40.4099998474121,1194.43005371094,,4691,420,11386,,,,,8,857,639
"230259","230259",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","CHELSEA COMMUNITY HOSPITAL              ","775 SOUTH MAIN STREET                   ","P.O BOX 490                             ","CHELSEA                                 ","MI                                      ","48118                                   ","WASHTENAW                               ",,,,,,,,,,75,27450,4309,47,13056,,672.799987792969,,1184,18,3133,,,,,,809,72
"230264","230264",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","SOUTHEAST MICHIGAN SURGICAL HOSPITAL    ","21230 DEQUINDRE ROAD                    ",,"WARREN                                  ","MI                                      ","48091                                   ","MACOMB                                  ",15295,,,9934,,,0.119999997317791,6255,70320,13,4745,14,4,94,7.25,52.1500015258789,,7,2,62,,,,,,,
"230269","230269",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","WILLIAM BEAUMONT HOSPITAL - TROY        ","44201 DEQUINDRE                         ",,"TROY                                    ","MI                                      ","48098-1198                              ","OAKLAND                                 ",2498455,,,2947221,,,0.0320000015199184,866595,346673,394,143810,55797,4190,120751,20.6800003051758,2572.93994140625,,11754,1173,28839,,,,,,,
"230270","230270",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled w/Audit","HERITAGE HOSPITAL                       ","24775 HAIG                              ",,"TAYLOR                                  ","MI                                      ","48180                                   ","WAYNE                                   ",1837558,,,2270394,,,0.106100000441074,979849,168518,102,37077,14796,1754,26500,14.0200004577637,889.799987792969,,3013,352,5976,,,,,37,1229,760
"230273","230273",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","DETROIT RECEIVING HOSPITAL              ","4201 ST. ANTOINE                        ",,"DETROIT                                 ","MI                                      ","48201                                   ","WAYNE                                   ",13478836,,,14831158,,,0.412699997425079,4429877,841301,232,84680,22465,10006,64171,195.979995727539,1536.32995605469,,4513,1515,13498,,,,,,843,
"230275","230275",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","HEALTHSOURCE SAGINAW                    ","3340 HOSPITAL ROAD                      ","6240                                    ","SAGINAW                                 ","MI                                      ","48608                                   ","SAGINAW                                 ",,,,35238,,,0.119999997317791,,,7,2555,412,,1412,,13,,95,,406,,,,,15,2047,268
"230277","230277",1/1/2011,"01-JAN-11",10/31/2011,"31-OCT-11","Reopened","HURON VALLEY-SINAI HOSPITAL             ","1601 E.  COMMERCE ROAD                  ",,"COMMERCE TOWNSHIP                       ","MI                                      ","48382                                   ","OAKLAND                                 ",2518797,,,,,,,1012337,343554,152,43168,14395,1091,35442,35.2799987792969,934.510009765625,,2621,268,7561,,,,,,,
"230279","230279",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","BRIGHTON HOSPITAL                       ","12851 EAST GRAND RIVER AVENUE           ",,"BRIGHTON                                ","MI                                      ","48116-                                  ","LIVINGSTON                              ",,,,,,,,,,99,36234,307,,23312,,172.190002441406,,65,,2946,,,,,,,
"230297","230297",5/1/2011,"01-MAY-11",4/30/2012,"30-APR-12","Reopened","KARMANOS CANCER HOSPITAL                ","4100 JOHN R                             ",,"DETROIT                                 ","MI                                      ","48201                                   ","WAYNE                                   ",1898582,,,2233989,,,0.188299998641014,394020,658721,123,47332,8001,2291,26853,42.8800010681152,799.049987792969,,1234,327,4110,,,,,,,
"230301","230301",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","OAKLAND REGIONAL HOSPITAL               ","22401 FOSTER WINTER DRIVE               ",,"SOUTHFIELD                              ","MI                                      ","48075                                   ","OAKLAND                                 ",,,,,,,,,,30,10950,1519,1,1867,,121.73999786377,,199,1,326,,,,,,,
"230302","230302",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","HENRY FORD WEST BLOOMFIELD HOSPITAL     ","1 FORD PLACE                            ",,"DETROIT                                 ","MI                                      ","48202-3450                              ","WAYNE                                   ",,,,,,,,,,189,69007,16924,1505,50489,5.90000009536743,1781.81005859375,,3590,306,11754,,,,,,,
"231300","231300",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","PAUL OLIVER MEMORIAL HOSPITAL           ","224 PARK AVENUE                         ",,"FRANKFORT                               ","MI                                      ","49635                                   ","BENZIE                                  ",,,,,,,,,,8,2928,71,,86,,86.7300033569336,,2,,3,,,,,,,
"231301","231301",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","KALKASKA MEMORIAL HEALTH CENTER         ","419 CORAL STREET                        ",,"KALKASKA                                ","MI                                      ","49646                                   ","KALKASKA                                ",,,,,,,,,,8,2928,38,,50,,166.080001831055,,16,,19,,,,,,,
"231303","231303",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Reopened","SCHOOLCRAFT MEMORIAL HOSPITAL           ","500 MAIN STREET                         ",,"MANISTIQUE                              ","MI                                      ","49854-0000                              ","SCHOOLCRAFT                             ",,,,,,,,,,15,5475,679,23,918,,143.100006103516,,226,12,330,,,,,,,
"231304","231304",1/1/2011,"01-JAN-11",12/31/2011,"31-DEC-11","Settled","HELEN NEWBERRY JOY HOSPITAL             ","502 W HARRIE                            ",,"NEWBERRY                                ","MI                                      ","49868                                   ","LUCE                                    ",,,,,,,,,,25,9125,1519,31,1977,,252.429992675781,,288,33,506,,,,,,,
"231305","231305",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","STANDISH COMMUNITY HOSPITAL             ","805 WEST CEDAR STREET                   ",,"STANDISH                                ","MI                                      ","48658                                   ","ARENAC                                  ",,,,,,,,,,25,9150,1412,84,2237,,168.940002441406,,490,28,794,,,,,,,
"231306","231306",4/1/2011,"01-APR-11",3/31/2012,"31-MAR-12","Reopened","MACKINAC STRAITS HEALTH SYSTEM  INC     ","220 BURDETT STREET                      ",,"ST. IGNACE                              ","MI                                      ","49781                                   ","MACKINAC                                ",,,,,,,,,,15,5490,1482,11,1979,,106.730003356934,,171,5,279,,,,,,,
"231307","231307",10/1/2010,"01-OCT-10",9/30/2011,"30-SEP-11","Settled","BARAGA COUNTY MEMORIAL HOSPITAL         ","18341 U.S. HIGHWAY 41                   ",,"LANSE                                   ","MI                                      ","49946                                   ","BARAGA                                  ",,,,,,,,,,15,7743,884,44,1404,,122.680000305176,,327,24,561,,,,,,,
"231308","231308",4/1/2011,"01-APR-11",3/31/2012,"31-MAR-12","Settled","MUNISING MEMORIAL HOSPITAL              ","1500 SAND POINT ROAD                    ",,"MUNISING                                ","MI                                      ","49682                                   ","ALGER                                   ",,,,,,,,,,11,4026,472,19,633,,74.3199996948242,,128,7,177,,,,,,,
"231309","231309",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","ASPIRUS ONTONAGON HOSPITAL              ","601 SOUTH SEVENTH STREET                ",,"ONTONAGON                               ","MI                                      ","49953                                   ","ONTONAGON                               ",,,,,,,,,,25,9150,993,4,1199,,75.9899978637695,,173,2,238,,,,,,,
"231310","231310",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","SCHEURER HOSPITAL                       ","170 NORTH CASEVILLE ROAD                ",,"PIGEON                                  ","MI                                      ","48755                                   ","HURON                                   ",,,,,,,,,,25,9150,1023,12,1619,,256.700012207031,,349,4,563,,,,,,,
"231311","231311",7/1/2011,"01-JUL-11",6/30/2012,"30-JUN-12","Settled","DECKERVILLE COMMUNITY HOSPITAL          ","3559 PINE STREET                        ","126                                     ","DECKERVILLE                             ","MI                                      ","48427                                   ","SANILAC                                 ",,,,,,,,,,15,5490,147,,227,,66.1399993896484,,66,,117,,,,,,,
